ontology	label	description	url	homepage_url	ols_url	ontology_iri	version_iri	last_loaded
unimod	Unimod protein modification database for mass spectrometry	Unimod is a community supported, comprehensive database of protein modifications for mass spectrometry applications. That is, accurate and verifiable values, derived from elemental compositions, for the mass differences introduced by all types of natural and artificial modifications. Other important information includes any mass change, (neutral loss), that occurs during MS/MS analysis, an d site specificity, (which residues are susceptible to modification and any constraints on the position of the modification within the protein or peptide).	http://www.unimod.org/	http://www.unimod.org/	https://www.ebi.ac.uk/ols4/ontologies/unimod	unimod		2026-03-01T05:23:17.732120087
uniprotrdfs	uniprotrdfs		https://www.ebi.ac.uk/ols4/ontologies/uniprotrdfs		https://www.ebi.ac.uk/ols4/ontologies/uniprotrdfs	uniprotrdfs		2026-03-01T05:10:50.025784185
uo	Units of measurement ontology	Metrical units for use in conjunction with PATO	https://github.com/bio-ontology-research-group/unit-ontology	https://github.com/bio-ontology-research-group/unit-ontology	https://www.ebi.ac.uk/ols4/ontologies/uo	uo	http://purl.obolibrary.org/obo/uo/releases/2026-01-16/uo.owl	2026-03-01T05:04:52.352475337
upa	Unipathway	A manually curated resource for the representation and annotation of metabolic pathways	https://github.com/geneontology/unipathway	https://github.com/geneontology/unipathway	https://www.ebi.ac.uk/ols4/ontologies/upa	upa	http://purl.obolibrary.org/obo/upa/releases/2024-03-06/upa.owl	2026-03-01T05:10:09.377822139
upheno	Unified Phenotype Ontology (uPheno)	The uPheno ontology integrates multiple phenotype ontologies into a unified cross-species phenotype ontology.	https://github.com/obophenotype/upheno	https://github.com/obophenotype/upheno	https://www.ebi.ac.uk/ols4/ontologies/upheno	upheno	http://purl.obolibrary.org/obo/upheno/releases/2025-10-12/upheno.owl	2026-03-01T05:05:59.248469017
vbo	Vertebrate Breed Ontology	Vertebrate Breed Ontology is an ontology created to serve as a single computable resource for vertebrate breed names.	https://github.com/monarch-initiative/vertebrate-breed-ontology	https://github.com/monarch-initiative/vertebrate-breed-ontology	https://www.ebi.ac.uk/ols4/ontologies/vbo	vbo	http://purl.obolibrary.org/obo/vbo/releases/2025-11-07/vbo.owl	2026-03-01T05:07:04.226318045
vo	Vaccine Ontology	The Vaccine Ontology (VO) is a community-based biomedical ontology in the domain of vaccine and vaccination. VO aims to standardize vaccine types and annotations, integrate various vaccine data, and support computer-assisted reasoning. The VO supports basic vaccine R&D and clinical vaccine usage. VO is being developed as a community-based ontology with support and collaborations from the vaccine and bio-ontology communities.	https://violinet.org/vaccineontology	https://violinet.org/vaccineontology	https://www.ebi.ac.uk/ols4/ontologies/vo	vo	http://purl.obolibrary.org/obo/vo/releases/2026-01-23/vo.owl	2026-03-01T05:07:13.268691776
vsao	Vertebrate Skeletal Anatomy Ontology-	Vertebrate skeletal anatomy ontology.	https://www.nescent.org/phenoscape/Main_Page	https://www.nescent.org/phenoscape/Main_Page	https://www.ebi.ac.uk/ols4/ontologies/vsao	vsao	http://purl.obolibrary.org/obo/vsao/2012-11-06/vsao.owl	2026-03-01T05:10:22.219999076
vt	The Vertebrate Trait Ontology	The Vertebrate Trait Ontology is a controlled vocabulary for the description of traits (measurable or observable characteristics) pertaining to the morphology, physiology, or development of vertebrate organisms.	https://github.com/AnimalGenome/vertebrate-trait-ontology	https://github.com/AnimalGenome/vertebrate-trait-ontology	https://www.ebi.ac.uk/ols4/ontologies/vt	vt	http://purl.obolibrary.org/obo/vt/releases/2026-02-23/vt.owl	2026-03-01T05:07:17.746158079
vto	Vertebrate Taxonomy Ontology	Comprehensive hierarchy of extinct and extant vertebrate taxa.	https://github.com/phenoscape/vertebrate-taxonomy-ontology	https://github.com/phenoscape/vertebrate-taxonomy-ontology	https://www.ebi.ac.uk/ols4/ontologies/vto	vto	http://purl.obolibrary.org/obo/vto/2020-11-13/vto.owl	2026-03-01T05:07:27.414294644
wbbt	C. elegans Gross Anatomy Ontology	Ontology about the gross anatomy of the C. elegans	https://github.com/obophenotype/c-elegans-gross-anatomy-ontology	https://github.com/obophenotype/c-elegans-gross-anatomy-ontology	https://www.ebi.ac.uk/ols4/ontologies/wbbt	wbbt	http://purl.obolibrary.org/obo/wbbt/releases/2025-08-19/wbbt.owl	2026-03-01T05:07:46.508282049
wbls	C. elegans Development Ontology	Ontology about the development and life stages of the C. elegans	https://github.com/obophenotype/c-elegans-development-ontology	https://github.com/obophenotype/c-elegans-development-ontology	https://www.ebi.ac.uk/ols4/ontologies/wbls	wbls	http://purl.obolibrary.org/obo/wbls/releases/2025-08-12/wbls.owl	2026-03-01T05:07:48.038699474
wbphenotype	C elegans Phenotype Ontology	Ontology about C. elegans and other nematode phenotypes	https://github.com/obophenotype/c-elegans-phenotype-ontology	https://github.com/obophenotype/c-elegans-phenotype-ontology	https://www.ebi.ac.uk/ols4/ontologies/wbphenotype	wbphenotype	http://purl.obolibrary.org/obo/wbphenotype/releases/2025-08-12/wbphenotype.owl	2026-03-01T05:07:49.295145199
wikipathways	WikiPathways	WikiPathways is a database of biological pathways maintained by and for the scientific community.	http://www.wikipathways.org/	http://www.wikipathways.org/	https://www.ebi.ac.uk/ols4/ontologies/wikipathways	wikipathways	https://w3id.org/biopragmatics/resources/wikipathways/20251010/wikipathways.ofn	2026-03-01T05:27:18.167387292
xao	Xenopus Anatomy Ontology	XAO represents the anatomy and development of the African frogs Xenopus laevis and tropicalis.	http://www.xenbase.org/anatomy/xao.do?method=display	http://www.xenbase.org/anatomy/xao.do?method=display	https://www.ebi.ac.uk/ols4/ontologies/xao	xao	http://purl.obolibrary.org/obo/xao/releases/2024-09-03/xao.owl	2026-03-01T05:07:51.675225477
xco	Experimental condition ontology	Conditions under which physiological and morphological measurements are made both in the clinic and in studies involving humans or model organisms.	https://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=XCO:0000000	https://rgd.mcw.edu/rgdweb/ontology/view.html?acc_id=XCO:0000000	https://www.ebi.ac.uk/ols4/ontologies/xco	xco	http://purl.obolibrary.org/obo/xco/4.227/xco.owl	2026-03-01T05:07:52.372643478
xlmod	HUPO-PSI cross-linking and derivatization reagents controlled vocabulary	A structured controlled vocabulary for cross-linking reagents used with proteomics mass spectrometry.	http://www.psidev.info/groups/controlled-vocabularies	http://www.psidev.info/groups/controlled-vocabularies	https://www.ebi.ac.uk/ols4/ontologies/xlmod	xlmod	http://purl.obolibrary.org/obo/xlmod/1.5.1/xlmod.owl	2026-03-01T05:07:52.961150282
xpo	Xenopus Phenotype Ontology	XPO represents anatomical, cellular, and gene function phenotypes occurring throughout the development of the African frogs Xenopus laevis and tropicalis.	https://github.com/obophenotype/xenopus-phenotype-ontology	https://github.com/obophenotype/xenopus-phenotype-ontology	https://www.ebi.ac.uk/ols4/ontologies/xpo	xpo	http://purl.obolibrary.org/obo/xpo/releases/2025-07-25/xpo.owl	2026-03-01T05:07:58.984557908
zeco	Zebrafish Experimental Conditions Ontology	Ontology of Zebrafish Experimental Conditions	https://github.com/ybradford/zebrafish-experimental-conditions-ontology	https://github.com/ybradford/zebrafish-experimental-conditions-ontology	https://www.ebi.ac.uk/ols4/ontologies/zeco	zeco	http://purl.obolibrary.org/obo/zeco/releases/2022-02-14/zeco.owl	2026-03-01T05:08:08.820627055
zfa	Zebrafish Anatomy Ontology (ZFA)	ZFA description.	https://wiki.zfin.org/display/general/Anatomy+Atlases+and+Resources	https://wiki.zfin.org/display/general/Anatomy+Atlases+and+Resources	https://www.ebi.ac.uk/ols4/ontologies/zfa	zfa	http://purl.obolibrary.org/obo/zfa/releases/2025-09-05/zfa.owl	2026-03-01T05:08:09.334689468
zp	Zebrafish Phenotype Ontology (ZP)	The Zebrafish Phenotype Ontology formally defines all phenotypes of the Zebrafish model organism.	https://github.com/obophenotype/zebrafish-phenotype-ontology	https://github.com/obophenotype/zebrafish-phenotype-ontology	https://www.ebi.ac.uk/ols4/ontologies/zp	zp	http://purl.obolibrary.org/obo/zp/releases/2024-04-18/zp.owl	2026-03-01T05:08:20.647744855
